Genome Name,Study,Region,Country,Site,Cluster,Year,Mortality,N50,contig_count,total_size,resistance_score,ST,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence,O_genotype,O_locus_variant
ERR4920419,BARNARDS,Eastern Africa,Ethiopia,20,BA25,2017,0,285199,90,5458638,1,ST35,KL108,unknown (KL108),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920431,BARNARDS,Eastern Africa,Ethiopia,20,BA26,2017,0,285199,83,5422631,1,ST35,KL108,unknown (KL108),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920432,BARNARDS,Eastern Africa,Ethiopia,20,BA27,2017,0,319097,182,5735107,1,ST45,KL24,K24,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
ERR4920433,BARNARDS,Eastern Africa,Ethiopia,20,BA27,2017,0,315496,186,5730685,1,ST45,KL24,K24,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
ERR4920434,BARNARDS,Eastern Africa,Ethiopia,20,BA28,2017,1,228466,144,5576806,1,ST101-1LV,KL106,unknown (KL106),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920435,BARNARDS,Eastern Africa,Ethiopia,20,BA29,2017,1,218255,109,5517553,1,ST218,KL57,K57,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920436,BARNARDS,Eastern Africa,Ethiopia,20,BA29,2017,1,281841,109,5501897,1,ST218,KL57,K57,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920437,BARNARDS,Eastern Africa,Ethiopia,20,BA30,2017,1,285199,83,5388294,1,ST35,KL108,unknown (KL108),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920438,BARNARDS,Eastern Africa,Ethiopia,20,BA30,2017,0,350220,91,5456036,1,ST35,KL108,unknown (KL108),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920439,BARNARDS,Eastern Africa,Ethiopia,20,BA30,2017,0,350220,85,5423193,1,ST35,KL108,unknown (KL108),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920441,BARNARDS,Eastern Africa,Ethiopia,20,BA31,2017,0,436720,70,5550220,1,ST985,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920442,BARNARDS,Eastern Africa,Ethiopia,20,BA32,2017,0,285199,96,5457153,1,ST35,KL108,unknown (KL108),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920446,BARNARDS,Eastern Africa,Ethiopia,20,BA33,2017,1,370641,79,5501667,1,ST391,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920448,BARNARDS,Eastern Africa,Ethiopia,20,BA34,2017,1,204102,87,5335067,1,ST218,KL57,K57,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920451,BARNARDS,Eastern Africa,Ethiopia,20,BA34,2017,0,199600,191,5495917,1,ST218,KL57,K57,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920479,BARNARDS,Eastern Africa,Ethiopia,20,BA35,2017,0,187208,159,5659107,1,ST25,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920481,BARNARDS,Eastern Africa,Ethiopia,20,BA36,2017,0,326178,166,5463307,1,ST17,KL112,unknown (KL112),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920492,BARNARDS,Western Africa,Nigeria,22,BA41,2017,0,306355,95,5638334,1,ST45,KL52,K52,Typeable,OL13,O13,Typeable,O13,OL13
ERR4920496,BARNARDS,Western Africa,Nigeria,22,BA41,2017,0,331359,93,5646664,1,ST45,KL52,K52,Typeable,OL13,O13,Typeable,O13,OL13
ERR4920491,BARNARDS,Western Africa,Nigeria,22,BA42,2017,1,167728,118,5302323,1,ST340,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
ERR4920493,BARNARDS,Western Africa,Nigeria,22,BA43,2017,1,185846,144,5756667,2,ST4410,KL116,unknown (KL116),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920494,BARNARDS,Western Africa,Nigeria,22,BA44,2017,1,222328,85,5137249,0,ST76,KL31,K31,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
ERR4920495,BARNARDS,Western Africa,Nigeria,22,BA44,2017,0,181998,95,5182651,0,ST76,KL31,K31,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
ERR4920497,BARNARDS,Western Africa,Nigeria,22,BA45,2017,0,74551,155,5035511,0,ST4408,KL46,K46,Untypeable,O3b,O3b,Typeable,O3b,O3b
ERR4920498,BARNARDS,Western Africa,Nigeria,22,BA46,2017,0,119353,104,5233149,0,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920499,BARNARDS,Western Africa,Nigeria,22,BA47,2017,0,178761,103,5201188,0,ST1035,KL57,K57,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920500,BARNARDS,Western Africa,Nigeria,22,BA48,2017,0,348288,56,5063464,0,ST815,KL13,Capsule null,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920501,BARNARDS,Western Africa,Nigeria,22,BA49,2017,NA,203259,112,5506391,2,ST11,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
ERR4920502,BARNARDS,Western Africa,Nigeria,22,BA50,2017,0,355214,103,5411459,1,ST133,KL116,unknown (KL116),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920503,BARNARDS,Western Africa,Nigeria,22,BA51,2017,1,235315,74,5170658,0,ST592,KL57,K57,Typeable,O3b,O3b,Typeable,O3b,O3b
ERR4920504,BARNARDS,Western Africa,Nigeria,22,BA51,2017,1,304552,72,5183512,0,ST592,KL57,K57,Typeable,O3b,O3b,Typeable,O3b,O3b
ERR4920505,BARNARDS,Western Africa,Nigeria,22,BA52,2017,0,318766,140,5436578,1,ST39,KL116,unknown (KL116),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920506,BARNARDS,Western Africa,Nigeria,22,BA53,2017,NA,309063,214,5418609,0,ST4074,KL137,unknown (KL137),Untypeable,OL13,O13,Typeable,O13,OL13
ERR4920507,BARNARDS,Western Africa,Nigeria,23,BA54,2016,0,332963,114,5637641,2,ST464,KL53,K53,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920508,BARNARDS,Western Africa,Nigeria,23,BA54,2016,1,184545,106,5548511,2,ST464,KL53,K53,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920510,BARNARDS,Western Africa,Nigeria,23,BA54,2016,0,316732,111,5608914,2,ST464,KL53,K53,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920531,BARNARDS,Western Africa,Nigeria,23,BA54,2016,0,181681,109,5517377,2,ST464,KL53,K53,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920521,BARNARDS,Western Africa,Nigeria,23,BA54,2016,0,220842,111,5551695,2,ST464,KL53,K53,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920511,BARNARDS,Western Africa,Nigeria,23,BA55,2017,0,243977,93,5459818,1,ST39,KL62,K62,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920512,BARNARDS,Western Africa,Nigeria,23,BA56,2017,0,290397,162,5641680,2,ST20,KL28,K28,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920513,BARNARDS,Western Africa,Nigeria,23,BA56,2017,1,267048,161,5639742,2,ST20,KL28,K28,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920514,BARNARDS,Western Africa,Nigeria,23,BA57,2017,0,230286,173,5706166,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920515,BARNARDS,Western Africa,Nigeria,23,BA58,2017,0,254076,101,5517684,1,ST133,KL116,unknown (KL116),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920517,BARNARDS,Western Africa,Nigeria,23,BA59,2016,1,233272,127,5604383,2,ST377,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920516,BARNARDS,Western Africa,Nigeria,23,BA60,2017,1,227594,132,5513868,1,ST15,KL48,K48,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920518,BARNARDS,Western Africa,Nigeria,23,BA61,2016,0,19405,508,5389279,2,ST464,KL53,K53,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920519,BARNARDS,Western Africa,Nigeria,23,BA62,2017,1,211766,116,5540276,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920520,BARNARDS,Western Africa,Nigeria,23,BA63,2017,0,203666,103,5342630,1,ST73,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920523,BARNARDS,Western Africa,Nigeria,23,BA64,2017,1,235384,135,5767206,2,ST4410,KL116,unknown (KL116),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920524,BARNARDS,Western Africa,Nigeria,23,BA64,2017,1,208581,116,5727675,2,ST4410,KL116,unknown (KL116),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920525,BARNARDS,Western Africa,Nigeria,23,BA65,2016,0,146798,96,5352599,1,ST17,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920526,BARNARDS,Western Africa,Nigeria,23,BA66,2016,0,33168,385,5437103,2,ST464-1LV,KL53,K53,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920527,BARNARDS,Western Africa,Nigeria,23,BA67,2017,1,309078,76,5499876,0,ST40,KL155,unknown (KL155),Typeable,OL13,O13,Typeable,O13,OL13
ERR4920529,BARNARDS,Western Africa,Nigeria,23,BA68,2017,0,327734,83,5491815,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920528,BARNARDS,Western Africa,Nigeria,23,BA69,2017,1,306511,75,5415755,1,ST985,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920530,BARNARDS,Western Africa,Nigeria,23,BA70,2016,0,158735,155,5626924,1,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920532,BARNARDS,Western Africa,Nigeria,23,BA71,2016,1,199874,143,5579774,1,ST39,KL23,K23,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920533,BARNARDS,Western Africa,Nigeria,23,BA72,2016,1,166845,123,5362392,2,ST442,KL28,K28,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
ERR4920534,BARNARDS,Western Africa,Nigeria,23,BA72,2016,1,208684,124,5368278,2,ST442,KL28,K28,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
ERR4920540,BARNARDS,Western Africa,Nigeria,23,BA72,2016,1,192228,126,5344023,2,ST442,KL28,K28,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
ERR4920535,BARNARDS,Western Africa,Nigeria,23,BA73,2016,1,161718,193,5835409,2,ST395,KL108,unknown (KL108),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920537,BARNARDS,Western Africa,Nigeria,23,BA74,2016,1,363120,152,5609514,2,ST20,KL28,K28,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920538,BARNARDS,Western Africa,Nigeria,23,BA75,2016,1,240514,92,5504993,1,ST3248,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920539,BARNARDS,Western Africa,Nigeria,23,BA76,2016,0,316732,118,5639882,2,ST464,KL53,K53,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920541,BARNARDS,Western Africa,Nigeria,23,BA77,2016,0,236395,123,5352751,2,ST442,KL28,K28,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
ERR4920542,BARNARDS,Western Africa,Nigeria,23,BA77,2016,1,208684,114,5356378,2,ST442,KL28,K28,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
ERR4920543,BARNARDS,Western Africa,Nigeria,23,BA78,2016,0,168360,126,5345981,2,ST442,KL28,K28,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
ERR4920550,BARNARDS,Southern Asia,Pakistan,26,BA85,2016,1,99950,181,5855803,1,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920551,BARNARDS,Southern Asia,Pakistan,26,BA86,2016,0,48613,306,5869852,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920552,BARNARDS,Southern Asia,Pakistan,26,BA87,2016,1,243476,71,5473573,1,ST4411,KL18,K18,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920554,BARNARDS,Southern Asia,Pakistan,26,BA88,2016,0,120399,151,5635603,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920553,BARNARDS,Southern Asia,Pakistan,26,BA88,2016,0,166666,127,5755631,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920556,BARNARDS,Southern Asia,Pakistan,26,BA88,2016,0,116377,159,5813019,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920557,BARNARDS,Southern Asia,Pakistan,26,BA88,2016,0,69442,220,5774120,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920555,BARNARDS,Southern Asia,Pakistan,26,BA89,2016,0,74456,247,5711336,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920558,BARNARDS,Southern Asia,Pakistan,26,BA88,2016,1,104227,157,5745723,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920560,BARNARDS,Southern Asia,Pakistan,26,BA88,2016,NA,190182,124,5723307,2,ST15,KL112,unknown (KL112),Typeable,O12,O12,Untypeable,O12,O12
ERR4920561,BARNARDS,Southern Asia,Pakistan,26,BA88,2016,0,195451,87,5646610,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920564,BARNARDS,Southern Asia,Pakistan,26,BA88,2016,NA,133373,148,5820925,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920559,BARNARDS,Southern Asia,Pakistan,26,BA90,2016,NA,80972,230,5582281,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920562,BARNARDS,Southern Asia,Pakistan,26,BA91,2016,NA,176852,174,5556565,1,ST611,KL34,K34,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920563,BARNARDS,Southern Asia,Pakistan,26,BA92,2016,NA,257838,246,5612621,1,ST611,KL34,K34,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920566,BARNARDS,Southern Asia,Pakistan,26,BA93,2016,0,36042,342,5674148,2,ST70,KL136,unknown (KL136),Typeable,O1/O2v2,O1a,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920567,BARNARDS,Southern Asia,Pakistan,26,BA93,2016,1,325567,108,5854550,2,ST70,KL136,unknown (KL136),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920568,BARNARDS,Southern Asia,Pakistan,26,BA94,2016,0,69014,283,5846578,2,ST995,KL117,unknown (KL117),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920570,BARNARDS,Southern Asia,Pakistan,26,BA94,2016,0,40828,354,5686145,2,ST995,KL117,unknown (KL117),Typeable,O1/O2v1,O1a,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920572,BARNARDS,Southern Asia,Pakistan,26,BA94,2016,0,90866,227,5875945,2,ST995,KL117,unknown (KL117),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920571,BARNARDS,Southern Asia,Pakistan,26,BA95,2016,NA,14670,637,5473267,2,ST11,KL24,K24,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
ERR4920576,BARNARDS,Southern Asia,Pakistan,26,BA96,2016,0,182450,118,5200462,1,ST76,KL31,K31,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
ERR4920578,BARNARDS,Southern Asia,Pakistan,26,BA97,2017,0,151525,127,5785567,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920579,BARNARDS,Southern Asia,Pakistan,26,BA98,2017,1,129850,188,5917630,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920580,BARNARDS,Southern Asia,Pakistan,26,BA99,2017,0,137048,138,5797753,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920582,BARNARDS,Southern Asia,Pakistan,26,BA100,2017,0,240089,207,5955548,1,ST995,KL117,unknown (KL117),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920584,BARNARDS,Southern Asia,Pakistan,26,BA101,2017,0,46464,276,5723007,2,ST70,KL136,unknown (KL136),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920585,BARNARDS,Southern Asia,Pakistan,26,BA102,2017,0,390624,114,5873317,2,ST20,KL64,K64,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920588,BARNARDS,Southern Asia,Pakistan,26,BA103,2017,0,307819,206,5595838,1,ST1877,KL14,K14,Typeable,O3b,O3b,Typeable,O3b,O3b
ERR4920591,BARNARDS,Southern Asia,Pakistan,26,BA104,2017,0,179314,109,5453583,2,ST15,KL112,unknown (KL112),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920592,BARNARDS,Eastern Africa,Rwanda,27,BA105,2017,0,12921,626,5159967,1,ST14,KL2,K2,Typeable,O3b,O3b,Untypeable,O3b,O3b
ERR4920593,BARNARDS,Eastern Africa,Rwanda,27,BA106,2017,1,19327,468,5220378,1,ST14,KL2,K2,Typeable,O3b,O3b,Untypeable,O3b,O3b
ERR4920594,BARNARDS,Eastern Africa,Rwanda,27,BA107,2017,0,197255,177,5605904,1,ST39,KL62,K62,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920595,BARNARDS,Eastern Africa,Rwanda,27,BA108,2016,0,286212,119,5868540,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920596,BARNARDS,Eastern Africa,Rwanda,27,BA108,2016,0,203842,155,5879640,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920597,BARNARDS,Eastern Africa,Rwanda,27,BA109,2016,0,248160,108,5426133,1,ST607,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920598,BARNARDS,Eastern Africa,Rwanda,27,BA110,2016,0,327727,104,5520043,1,ST2986,KL64,K64,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920599,BARNARDS,Eastern Africa,Rwanda,27,BA111,2016,0,391789,105,5501326,1,ST17,KL122,Capsule null,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920600,BARNARDS,Eastern Africa,Rwanda,27,BA111,2016,0,369212,84,5428738,0,ST17,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920602,BARNARDS,Eastern Africa,Rwanda,27,BA112,2016,0,317871,94,5388155,1,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920601,BARNARDS,Eastern Africa,Rwanda,27,BA112,2016,0,312406,98,5388757,1,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920603,BARNARDS,Eastern Africa,Rwanda,27,BA113,2016,0,162075,144,5882758,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920604,BARNARDS,Eastern Africa,Rwanda,27,BA114,2017,0,375688,135,5685587,1,ST2986,KL64,K64,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920605,BARNARDS,Eastern Africa,Rwanda,27,BA114,2017,0,252046,138,5672592,1,ST2986,KL64,K64,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920606,BARNARDS,Eastern Africa,Rwanda,27,BA115,2016,1,161023,161,5872686,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920617,BARNARDS,Southern Africa,South Africa,29,BA124,2017,1,394983,99,5468230,0,ST22,KL9,K9,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR4920618,BARNARDS,Southern Africa,South Africa,29,BA125,2016,NA,167943,120,5576153,1,ST348,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920619,BARNARDS,Southern Africa,South Africa,29,BA126,2016,NA,50108,280,5451001,1,ST348,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920620,BARNARDS,Southern Africa,South Africa,29,BA127,2016,NA,150179,160,5638801,1,ST348,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920621,BARNARDS,Southern Africa,South Africa,29,BA128,2017,NA,312018,114,5312972,0,ST163,KL12,K12,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920623,BARNARDS,Southern Africa,South Africa,29,BA130,2016,1,310408,89,5495482,0,ST17,KL122,unknown (KL122),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920624,BARNARDS,Southern Africa,South Africa,29,BA131,2016,1,149196,142,5611754,1,ST348,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920625,BARNARDS,Southern Africa,South Africa,29,BA132,2017,NA,283793,130,5678224,1,ST29,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
ERR4920627,BARNARDS,Southern Africa,South Africa,29,BA133,2016,1,153312,151,5374561,0,ST1414,KL8,K8,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920626,BARNARDS,Southern Africa,South Africa,29,BA134,2017,0,229070,119,5518621,0,ST37,KL14,K14,Typeable,O3b,O3b,Typeable,O3b,O3b
ERR4920628,BARNARDS,Southern Africa,South Africa,29,BA135,2016,NA,201706,126,5616706,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR4920629,BARNARDS,Southern Africa,South Africa,29,BA136,2016,NA,204081,113,5575284,1,ST39,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
ERR6349916,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,177694,273,5634688,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6349929,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,267592,226,5631656,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350132,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,177754,260,5634505,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350134,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,179068,241,5628717,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350135,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,214813,252,5634004,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350137,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,160537,252,5630775,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350147,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,183088,249,5634314,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350148,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,NA,203957,218,5634338,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350149,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,204003,260,5641309,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350150,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,0,204003,324,5656989,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
ERR6350151,SPINZ,Eastern Africa,Zambia,60,SZ1,2015,1,243831,280,5643634,1,ST307,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
