Genome Name	Study	Region	Country	Cluster	neonatal	Year	N50	contig_count	total_size	resistance_score	K_locus	K_type	K_locus_confidence	O_locus	O_type	O_locus_confidence	species	ST	Mortality	O_genotype	Site	O_locus_variant	Cluster7	Cluster14	Cluster56	Cluster365	Cluster1SNP	Cluster2SNP	Cluster3SNP	Cluster5SNP	Cluster10SNP	Cluster15SNP	Cluster20SNP	Cluster25SNP	Cluster50SNP	BioSample
ERR6349924	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	210730	249	5636287	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449364
ERR6349925	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	224355	268	5640967	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449365
ERR6350143	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	269255	223	5634832	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449396
ERR6350195	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	214782	256	5641104	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449412
ERR6350770	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	190581	251	5633968	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ32	SZ24	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449448
ERR6350783	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	204003	358	5659134	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449461
ERR6350786	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	184506	235	5636204	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ37	SZ27	SZ21	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449464
ERR6350795	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	243827	271	5635640	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449473
ERR6350802	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	243827	256	5630053	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449480
ERR6350806	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	215765	279	5633881	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449484
ERR6350807	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	214813	329	5655847	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449485
ERR6350816	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	210730	353	5664359	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449494
ERR6350829	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179068	252	5634006	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449506
ERR6350835	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	204084	700	5749137	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449512
ERR6350842	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	224433	217	5630850	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449519
ERR6350843	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	267592	421	5680825	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ44	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449520
ERR6350849	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	224689	228	5635347	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449526
ERR6350853	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	204003	237	5631030	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449530
ERR6350869	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	243827	210	5634815	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449546
ERR6350870	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	225857	244	5641543	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449547
ERR6350875	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	203990	228	5631782	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449552
ERR6350876	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	210729	253	5634368	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449553
ERR6350881	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	267553	247	5632687	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449558
ERR6350882	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	203990	264	5632713	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ48	SZ36	SZ29	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449559
ERR6350891	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	224691	286	5642388	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449568
ERR6350893	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	239327	241	5636217	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449570
ERR6350903	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	214814	254	5635419	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ53	SZ41	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449580
ERR6350914	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	269253	254	5631539	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449590
ERR6350915	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	214813	264	5632089	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449591
ERR6350925	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	204003	241	5631279	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449601
ERR6350926	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	224132	217	5633163	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449604
ERR6350934	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179137	298	5637822	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ59	SZ46	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449611
ERR6350935	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	243970	223	5631600	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449610
ERR6350936	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	200081	277	5645743	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449612
ERR6351009	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	204003	222	5633367	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449620
ERR6351023	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	269255	218	5629629	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449634
ERR6351022	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	267903	338	5658349	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449633
PID-0821-249-ZN0225	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	177630	354	5646954	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602881
PID-0821-241-ZN0231	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	100889	509	5652110	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602880
PID-0821-255-ZN0232	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179238	893	5780842	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602883
PID-0821-259-ZN0235	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179094	561	5698159	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602885
PID-0821-260-ZN0236	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179094	429	5666735	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602886
PID-0821-261-ZN0237	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179094	609	5715767	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602887
PID-0821-263-ZN0239	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179094	397	5649561	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602889
PID-0821-276-ZN0248	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179094	391	5654368	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602901
PID-0821-339-ZN0302	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	185257	333	5634103	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602924
PID-0821-383-ZN0346	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179094	436	5652618	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602941
PID-0821-380-ZN0340	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179094	392	5647603	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602940
PID-0821-389-ZN0344	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	160513	316	5638691	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602942
PID-0821-390-ZN0345	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	185250	350	5640035	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602943
PID-0821-406-ZN0367	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	185257	360	5646289	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602945
PID-0821-413-ZN0368	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	185257	372	5651004	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602948
PID-0821-415-ZN0375	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	185257	352	5636845	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602949
PID-0821-419-ZN0372	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	165301	544	5682929	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602950
PID-0821-423-ZN0394	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	267589	470	5669761	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ87	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602951
PID-0821-435-ZN0382	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179094	644	5705584	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ89	SZ69	SZ51	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602957
PID-0821-438-ZN0397	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	165303	848	5764496	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602959
PID-0821-440-ZN0384	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	141489	579	5670821	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ91	SZ71	SZ52	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602961
PID-0821-441-ZN0385	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	145606	906	5769261	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602962
PID-0821-450-ZN0405	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	165301	960	5797584	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602964
PID-0821-453-ZN0406	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	179094	372	5639298	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602965
PID-0821-456-ZN0409	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	165301	381	5649274	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ93	SZ73	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA118602966
ERR6349937	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	214782	308	5652970	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449377
ERR6350144	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	196269	351	5658244	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449397
ERR6350758	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	200656	311	5650628	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	NA	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ26	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449436
ERR6350772	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	267553	207	5626271	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449450
ERR6350785	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	215853	266	5638598	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449463
ERR6350808	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	204415	230	5635222	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449486
ERR6350817	SPINZ	Eastern Africa	Zambia	SZ1	neonate	2015	210730	262	5633714	1	KL102	Capsule null	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	60	O2afg (O1/O2v2)	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SZ1	SAMEA9449495
